Loan_ID,Disbursement_Date,Fiscal_Year,State,State_Tier,Sector,ITC_HS_Chapter,Enterprise_Size,Lending_Bank,Loan_Type,Loan_Amount_INR,Export_Turnover_INR,Turnover_Volatility_Pct,Destination_Country,Destination_Risk,NPA_History,IES_Eligible,Risk_Score,Risk_Tier,IES_Claimed
IES000145,2018-05-23,FY2018-19,Gujarat,1,Leather & Footwear,41-64,Micro,Canara Bank,ECGC-backed Term Loan,1146640,3283544,36.4,USA,Low,No,No,38,Medium,No
IES000146,2022-11-24,FY2022-23,Telangana,2,Electronic Components,85-90,Small,Axis Bank,ECGC-backed Term Loan,7856682,25557338,50.1,Germany,Low,No,No,25,Low,No
IES000147,2020-06-17,FY2020-21,Karnataka,1,Marine Products,03,Small,Punjab National Bank,Export Bill Discounting,1194399,2785509,14.4,Germany,Low,No,Yes,20,Low,Yes
IES000148,2022-11-18,FY2022-23,Maharashtra,1,Agriculture & Food Products,01-24,Medium,Bank of Baroda,ECGC-backed Term Loan,1611480,4658942,22.7,Vietnam,Low,No,No,25,Low,No
IES000149,2023-10-14,FY2023-24,Uttar Pradesh,2,Handicrafts,97,Micro,Bank of India,Pre-Shipment Credit,203551,900343,54.3,Others,Medium,No,Yes,55,Medium,No
IES000150,2021-02-04,FY2020-21,Uttar Pradesh,2,Chemicals & Pharma,28-30,Medium,HDFC Bank,Pre-Shipment Credit,6005964,21588348,31.8,Others,Medium,No,Yes,30,Medium,No
IES000151,2016-12-15,FY2016-17,Punjab,2,Engineering Goods,84-85,Small,HDFC Bank,Packing Credit,6091860,21651649,13.1,UAE,Low,No,Yes,5,Low,Yes
IES000152,2019-10-16,FY2019-20,Karnataka,1,Agriculture & Food Products,01-24,Small,State Bank of India,ECGC-backed Term Loan,808991,3424282,46.1,South Africa,Medium,Yes,No,85,High,No
IES000153,2017-01-11,FY2016-17,West Bengal,2,Gems & Jewellery,71,Medium,Indian Bank,Export Factoring,9368927,40269385,48.3,UAE,Low,No,No,20,Low,No
IES000154,2017-09-27,FY2017-18,Tamil Nadu,1,Plastics & Rubber,39-40,Micro,Bank of India,Pre-Shipment Credit,1551940,2538439,6.3,USA,Low,No,Yes,18,Low,Yes
IES000155,2018-03-10,FY2017-18,Andhra Pradesh,2,Handicrafts,97,Small,Indian Bank,Packing Credit,741169,3306968,12.5,USA,Low,Yes,Yes,55,Medium,No
IES000156,2019-07-02,FY2019-20,Chhattisgarh,3,Agriculture & Food Products,01-24,Micro,HDFC Bank,Post-Shipment Credit,420038,1378729,24.0,Russia,High,No,Yes,60,High,Yes
IES000157,2016-12-16,FY2016-17,Telangana,2,Handicrafts,97,Micro,EXIM Bank of India,Export Factoring,224804,616965,18.7,USA,Low,No,Yes,35,Medium,Yes
IES000158,2017-11-11,FY2017-18,Maharashtra,1,Agriculture & Food Products,01-24,Small,Union Bank of India,Packing Credit,1512937,2525283,48.2,South Africa,Medium,No,Yes,50,Medium,No
IES000159,2018-12-30,FY2018-19,Gujarat,1,Marine Products,03,Small,Union Bank of India,Export Bill Discounting,864084,3289535,52.2,Turkey,Medium,No,Yes,50,Medium,Yes
IES000160,2019-10-13,FY2019-20,Uttar Pradesh,2,Plastics & Rubber,39-40,Micro,Union Bank of India,Export Factoring,838677,3395754,17.4,Others,Medium,No,Yes,38,Medium,No
IES000161,2021-01-09,FY2020-21,Jharkhand,3,Handicrafts,97,Small,Punjab National Bank,Pre-Shipment Credit,229172,999683,35.3,Egypt,High,No,Yes,65,High,No
IES000162,2017-11-10,FY2017-18,Maharashtra,1,Leather & Footwear,41-64,Micro,EXIM Bank of India,Pre-Shipment Credit,622208,1360102,38.6,Vietnam,Low,No,Yes,38,Medium,Yes
IES000163,2021-05-12,FY2021-22,Karnataka,1,Engineering Goods,84-85,Small,Bank of Baroda,ECGC-backed Term Loan,2234089,4112226,38.6,UAE,Low,No,No,25,Low,No
IES000164,2017-04-20,FY2017-18,Tamil Nadu,1,Marine Products,03,Small,Canara Bank,ECGC-backed Term Loan,1278493,3913368,43.6,Brazil,Medium,No,No,50,Medium,No
IES000165,2016-04-10,FY2016-17,Gujarat,1,Chemicals & Pharma,28-30,Small,Bank of India,Export Factoring,5499942,17356279,33.0,Bangladesh,Medium,No,Yes,35,Medium,Yes
IES000166,2019-06-02,FY2019-20,Maharashtra,1,Plastics & Rubber,39-40,Micro,Axis Bank,Packing Credit,844728,3488693,25.2,China,Medium,No,Yes,38,Medium,Yes
IES000167,2023-04-09,FY2023-24,Punjab,2,Electronic Components,85-90,Micro,Canara Bank,Export Bill Discounting,3845514,13890916,15.6,UAE,Low,No,Yes,20,Low,Yes
IES000168,2021-07-05,FY2021-22,West Bengal,2,Textiles & Apparel,50-63,Medium,EXIM Bank of India,Pre-Shipment Credit,5817987,11107202,5.7,Singapore,Low,No,Yes,18,Low,Yes
IES000169,2024-01-09,FY2023-24,Maharashtra,1,Marine Products,03,Micro,SIDBI,Export Bill Discounting,640909,1715541,26.9,USA,Low,Yes,Yes,70,High,No
IES000170,2016-09-24,FY2016-17,Gujarat,1,Textiles & Apparel,50-63,Micro,Bank of India,Export Bill Discounting,505757,2130489,22.4,Sri Lanka,Medium,No,Yes,38,Medium,Yes
IES000171,2018-03-17,FY2017-18,Uttar Pradesh,2,Marine Products,03,Small,Canara Bank,Pre-Shipment Credit,1383090,3719998,36.1,China,Medium,No,Yes,50,Medium,Yes
IES000172,2018-04-23,FY2018-19,Telangana,2,Engineering Goods,84-85,Micro,Punjab National Bank,Export Factoring,2478447,10129638,52.5,UAE,Low,No,Yes,30,Medium,Yes
IES000173,2016-02-26,FY2015-16,Gujarat,1,Agriculture & Food Products,01-24,Micro,State Bank of India,ECGC-backed Term Loan,247909,713335,54.0,Egypt,High,No,No,70,High,No
IES000174,2020-11-10,FY2020-21,Odisha,3,Marine Products,03,Medium,SIDBI,Export Bill Discounting,1197490,3565950,21.4,Turkey,Medium,No,Yes,35,Medium,Yes
IES000175,2023-08-15,FY2023-24,Madhya Pradesh,2,Plastics & Rubber,39-40,Small,Axis Bank,Post-Shipment Credit,1121217,1937003,11.4,USA,Low,No,Yes,13,Low,Yes
IES000176,2019-09-04,FY2019-20,Karnataka,1,Plastics & Rubber,39-40,Micro,HDFC Bank,Export Bill Discounting,1042908,1964982,12.6,USA,Low,No,Yes,18,Low,No
IES000177,2021-08-19,FY2021-22,Punjab,2,Engineering Goods,84-85,Micro,Indian Bank,Packing Credit,2172624,4444407,22.3,USA,Low,No,Yes,20,Low,Yes
IES000178,2015-06-13,FY2015-16,Haryana,2,Marine Products,03,Small,Bank of Baroda,Post-Shipment Credit,539754,2261766,28.7,USA,Low,No,Yes,30,Medium,Yes
IES000179,2016-02-04,FY2015-16,Gujarat,1,Marine Products,03,Small,EXIM Bank of India,Packing Credit,531163,1103154,7.0,Russia,High,No,Yes,45,Medium,Yes
IES000180,2021-09-08,FY2021-22,Punjab,2,Leather & Footwear,41-64,Micro,State Bank of India,ECGC-backed Term Loan,651342,1307116,18.9,Others,Medium,No,No,38,Medium,No
IES000181,2023-05-31,FY2023-24,Tamil Nadu,1,Gems & Jewellery,71,Micro,Union Bank of India,Export Factoring,3693996,7827581,23.2,Brazil,Medium,No,No,30,Medium,No
IES000182,2022-07-12,FY2022-23,Maharashtra,1,Textiles & Apparel,50-63,Medium,Bank of India,Packing Credit,2976863,8961107,39.5,Germany,Low,No,Yes,28,Low,No
IES000183,2021-03-08,FY2020-21,Tamil Nadu,1,Textiles & Apparel,50-63,Medium,Punjab National Bank,Export Bill Discounting,2293857,9452378,51.0,Bangladesh,Medium,No,Yes,38,Medium,No
IES000184,2017-10-03,FY2017-18,Uttar Pradesh,2,Textiles & Apparel,50-63,Small,Canara Bank,Post-Shipment Credit,2114582,3559336,18.8,Others,Medium,Yes,Yes,68,High,No
IES000185,2024-01-19,FY2023-24,Tamil Nadu,1,Handicrafts,97,Micro,Bank of Baroda,Pre-Shipment Credit,329169,675969,15.5,USA,Low,No,Yes,35,Medium,No
IES000186,2023-10-28,FY2023-24,Telangana,2,Electronic Components,85-90,Micro,EXIM Bank of India,ECGC-backed Term Loan,3999436,10444192,29.2,USA,Low,No,No,20,Low,No
IES000187,2023-09-24,FY2023-24,Maharashtra,1,Handicrafts,97,Micro,Canara Bank,Post-Shipment Credit,156225,451115,42.4,China,Medium,No,Yes,55,Medium,Yes
IES000188,2016-12-22,FY2016-17,Gujarat,1,Chemicals & Pharma,28-30,Micro,Bank of India,Post-Shipment Credit,2936570,4728023,17.6,USA,Low,No,Yes,20,Low,No
IES000189,2016-08-07,FY2016-17,Gujarat,1,Handicrafts,97,Small,Indian Bank,Export Bill Discounting,572643,1737990,31.6,UAE,Low,Yes,Yes,75,High,No
IES000190,2018-01-29,FY2017-18,Chhattisgarh,3,Chemicals & Pharma,28-30,Medium,Axis Bank,ECGC-backed Term Loan,9358973,17047519,27.4,USA,Low,No,No,20,Low,No
IES000191,2015-04-15,FY2015-16,Maharashtra,1,Electronic Components,85-90,Micro,Union Bank of India,Export Factoring,1481796,3419584,23.9,UAE,Low,No,Yes,20,Low,Yes
IES000192,2023-08-27,FY2023-24,Punjab,2,Gems & Jewellery,71,Micro,Indian Bank,Packing Credit,4118058,6425050,21.1,Singapore,Low,No,No,20,Low,No
IES000193,2015-06-20,FY2015-16,Karnataka,1,Marine Products,03,Micro,EXIM Bank of India,Export Factoring,299054,556027,49.5,Germany,Low,No,Yes,45,Medium,Yes
IES000194,2020-10-22,FY2020-21,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Bank of Baroda,Export Bill Discounting,228058,748207,39.0,Singapore,Low,No,Yes,45,Medium,Yes
IES000195,2017-05-20,FY2017-18,Maharashtra,1,Plastics & Rubber,39-40,Medium,SIDBI,Post-Shipment Credit,3586976,6315806,31.9,Egypt,High,No,Yes,63,High,No
IES000196,2020-07-07,FY2020-21,Telangana,2,Marine Products,03,Medium,HDFC Bank,Packing Credit,2049612,6682807,42.3,Others,Medium,No,Yes,55,Medium,Yes
IES000197,2021-12-15,FY2021-22,Karnataka,1,Leather & Footwear,41-64,Micro,EXIM Bank of India,Pre-Shipment Credit,379776,892977,23.2,UAE,Low,No,Yes,28,Low,No
IES000198,2022-08-25,FY2022-23,Rajasthan,2,Textiles & Apparel,50-63,Micro,Punjab National Bank,ECGC-backed Term Loan,909356,3126140,33.5,Germany,Low,No,No,38,Medium,No
IES000199,2015-10-23,FY2015-16,Maharashtra,1,Handicrafts,97,Micro,ICICI Bank,Export Bill Discounting,137910,248975,12.6,USA,Low,No,Yes,25,Low,Yes
IES000200,2020-02-14,FY2019-20,West Bengal,2,Textiles & Apparel,50-63,Micro,Bank of Baroda,Packing Credit,1205613,2698009,13.0,USA,Low,No,Yes,18,Low,Yes
IES000201,2020-06-13,FY2020-21,Gujarat,1,Handicrafts,97,Micro,State Bank of India,Pre-Shipment Credit,135322,273366,49.8,Germany,Low,No,Yes,45,Medium,No
IES000202,2023-11-20,FY2023-24,Gujarat,1,Handicrafts,97,Micro,Axis Bank,Export Bill Discounting,196216,341553,31.2,USA,Low,No,Yes,45,Medium,No
IES000203,2020-01-29,FY2019-20,Tamil Nadu,1,Handicrafts,97,Micro,Bank of India,Export Factoring,272073,499557,24.9,Bangladesh,Medium,No,Yes,45,Medium,Yes
IES000204,2016-10-31,FY2016-17,Rajasthan,2,Engineering Goods,84-85,Small,Punjab National Bank,ECGC-backed Term Loan,4291867,18920314,48.3,China,Medium,No,No,35,Medium,No
IES000205,2018-04-27,FY2018-19,Rajasthan,2,Chemicals & Pharma,28-30,Small,Bank of India,Export Factoring,3289234,6620118,38.4,Singapore,Low,No,Yes,25,Low,Yes
IES000206,2018-04-17,FY2018-19,Rajasthan,2,Textiles & Apparel,50-63,Micro,HDFC Bank,Export Bill Discounting,1348224,5781357,32.8,USA,Low,No,Yes,38,Medium,Yes
IES000207,2024-02-08,FY2023-24,Jharkhand,3,Engineering Goods,84-85,Small,ICICI Bank,Post-Shipment Credit,2762972,10522720,14.4,Brazil,Medium,No,Yes,15,Low,Yes
IES000208,2021-09-08,FY2021-22,Chhattisgarh,3,Marine Products,03,Micro,EXIM Bank of India,Export Factoring,412729,1019868,26.3,Iran,High,No,Yes,60,High,No
IES000209,2020-02-07,FY2019-20,Uttar Pradesh,2,Leather & Footwear,41-64,Medium,Punjab National Bank,Post-Shipment Credit,1642877,3030303,35.5,UAE,Low,No,Yes,28,Low,Yes
IES000210,2019-03-20,FY2018-19,Andhra Pradesh,2,Agriculture & Food Products,01-24,Micro,ICICI Bank,ECGC-backed Term Loan,526283,1245128,34.1,Singapore,Low,No,No,45,Medium,No
IES000211,2023-10-12,FY2023-24,Odisha,3,Plastics & Rubber,39-40,Micro,Canara Bank,Export Bill Discounting,864766,2678844,7.6,Vietnam,Low,No,Yes,18,Low,Yes
IES000212,2023-03-02,FY2022-23,Gujarat,1,Marine Products,03,Medium,ICICI Bank,Export Bill Discounting,1166351,2927322,11.7,UAE,Low,No,Yes,15,Low,Yes
IES000213,2018-08-03,FY2018-19,Maharashtra,1,Handicrafts,97,Micro,Union Bank of India,Pre-Shipment Credit,367993,833107,39.1,UAE,Low,No,Yes,45,Medium,Yes
IES000214,2017-04-03,FY2017-18,Bihar,3,Chemicals & Pharma,28-30,Small,HDFC Bank,Packing Credit,3117490,11786243,34.8,Germany,Low,No,Yes,25,Low,Yes
IES000215,2020-02-25,FY2019-20,Maharashtra,1,Textiles & Apparel,50-63,Small,Union Bank of India,Export Factoring,833619,2122898,51.5,South Africa,Medium,No,Yes,43,Medium,Yes
IES000216,2017-10-31,FY2017-18,Odisha,3,Chemicals & Pharma,28-30,Small,State Bank of India,Packing Credit,2886449,11522295,53.3,Russia,High,No,Yes,50,Medium,No
IES000217,2019-04-20,FY2019-20,Maharashtra,1,Electronic Components,85-90,Small,EXIM Bank of India,Export Bill Discounting,6513453,28105688,14.1,China,Medium,No,Yes,15,Low,Yes
IES000218,2017-12-15,FY2017-18,Uttar Pradesh,2,Leather & Footwear,41-64,Small,EXIM Bank of India,Post-Shipment Credit,1058766,1799360,42.1,Sri Lanka,Medium,No,Yes,43,Medium,No
IES000219,2015-09-20,FY2015-16,Telangana,2,Electronic Components,85-90,Small,Union Bank of India,Post-Shipment Credit,7825458,15019535,44.8,South Africa,Medium,No,Yes,35,Medium,Yes
IES000220,2021-12-20,FY2021-22,Tamil Nadu,1,Plastics & Rubber,39-40,Small,Canara Bank,Post-Shipment Credit,1492125,3140746,13.2,South Africa,Medium,No,Yes,23,Low,Yes
IES000221,2021-07-30,FY2021-22,Karnataka,1,Gems & Jewellery,71,Small,Punjab National Bank,Export Factoring,6790670,23737409,31.2,Others,Medium,Yes,No,70,High,No
IES000222,2021-03-21,FY2020-21,Gujarat,1,Textiles & Apparel,50-63,Small,Canara Bank,Packing Credit,1149511,2961705,48.9,Germany,Low,No,Yes,33,Medium,No
IES000223,2020-03-19,FY2019-20,Maharashtra,1,Gems & Jewellery,71,Medium,Union Bank of India,Post-Shipment Credit,23950629,67478615,23.8,UK,Low,No,No,20,Low,No
IES000224,2023-02-05,FY2022-23,Karnataka,1,Handicrafts,97,Medium,ICICI Bank,ECGC-backed Term Loan,926894,2676906,20.1,Iran,High,No,No,60,High,No
IES000225,2016-12-26,FY2016-17,Karnataka,1,Agriculture & Food Products,01-24,Micro,Axis Bank,Pre-Shipment Credit,471026,1034673,50.0,USA,Low,No,Yes,45,Medium,Yes
IES000226,2023-06-16,FY2023-24,Gujarat,1,Handicrafts,97,Small,Indian Bank,Post-Shipment Credit,954812,2531849,32.2,Germany,Low,No,Yes,50,Medium,No
IES000227,2022-04-29,FY2022-23,Karnataka,1,Handicrafts,97,Small,Axis Bank,Pre-Shipment Credit,527776,976751,52.0,Germany,Low,No,Yes,40,Medium,Yes
IES000228,2015-10-20,FY2015-16,Gujarat,1,Engineering Goods,84-85,Micro,Axis Bank,Pre-Shipment Credit,2750382,9304883,21.7,Nigeria,High,No,Yes,45,Medium,Yes
IES000229,2015-05-06,FY2015-16,Assam,3,Marine Products,03,Small,SIDBI,Post-Shipment Credit,844332,2837139,31.7,USA,Low,No,Yes,40,Medium,No
IES000230,2021-10-09,FY2021-22,Uttarakhand,3,Plastics & Rubber,39-40,Micro,SIDBI,Packing Credit,590170,2467900,44.4,Germany,Low,No,Yes,38,Medium,No
IES000231,2018-03-01,FY2017-18,Haryana,2,Textiles & Apparel,50-63,Small,ICICI Bank,Packing Credit,1670608,3751295,42.2,USA,Low,No,Yes,33,Medium,Yes
IES000232,2015-04-12,FY2015-16,Bihar,3,Marine Products,03,Small,ICICI Bank,Packing Credit,557034,891587,33.5,South Africa,Medium,No,Yes,50,Medium,Yes
IES000233,2020-06-19,FY2020-21,Tamil Nadu,1,Textiles & Apparel,50-63,Small,Indian Bank,Packing Credit,1575109,3979111,46.1,USA,Low,No,Yes,33,Medium,No
IES000234,2018-07-15,FY2018-19,Maharashtra,1,Electronic Components,85-90,Small,Axis Bank,ECGC-backed Term Loan,6720767,12311740,47.3,USA,Low,No,No,25,Low,No
IES000235,2015-10-23,FY2015-16,Karnataka,1,Handicrafts,97,Small,State Bank of India,Post-Shipment Credit,409440,1593493,12.5,UAE,Low,No,Yes,20,Low,Yes
IES000236,2021-01-21,FY2020-21,Punjab,2,Agriculture & Food Products,01-24,Small,Canara Bank,ECGC-backed Term Loan,472823,1034420,41.1,UAE,Low,No,No,40,Medium,No
IES000237,2019-05-02,FY2019-20,Rajasthan,2,Electronic Components,85-90,Small,Canara Bank,ECGC-backed Term Loan,7754946,27777017,32.1,Egypt,High,No,No,50,Medium,No
IES000238,2015-09-24,FY2015-16,Chhattisgarh,3,Plastics & Rubber,39-40,Micro,EXIM Bank of India,ECGC-backed Term Loan,1205375,2718599,22.3,Sri Lanka,Medium,No,No,38,Medium,No
IES000239,2021-07-04,FY2021-22,Telangana,2,Marine Products,03,Medium,Union Bank of India,Export Bill Discounting,805664,2325160,52.4,UAE,Low,No,Yes,35,Medium,Yes
IES000240,2016-01-13,FY2015-16,Karnataka,1,Plastics & Rubber,39-40,Micro,Canara Bank,Packing Credit,1266090,2481605,34.3,Bangladesh,Medium,No,Yes,48,Medium,No
IES000241,2022-10-07,FY2022-23,Maharashtra,1,Leather & Footwear,41-64,Small,SIDBI,ECGC-backed Term Loan,3050470,4741438,48.6,USA,Low,Yes,No,78,High,No
IES000242,2016-07-06,FY2016-17,Madhya Pradesh,2,Electronic Components,85-90,Small,ICICI Bank,Post-Shipment Credit,5658205,24309656,33.3,Brazil,Medium,No,Yes,35,Medium,Yes
IES000243,2015-07-18,FY2015-16,Jharkhand,3,Textiles & Apparel,50-63,Small,HDFC Bank,Post-Shipment Credit,2130038,7714392,12.6,Nigeria,High,No,Yes,38,Medium,Yes
IES000244,2019-01-08,FY2018-19,Tamil Nadu,1,Gems & Jewellery,71,Micro,ICICI Bank,ECGC-backed Term Loan,4042148,13051550,35.3,UK,Low,No,No,30,Medium,No
IES000245,2023-12-11,FY2023-24,Uttar Pradesh,2,Marine Products,03,Micro,EXIM Bank of India,Post-Shipment Credit,772827,3325552,51.3,Nigeria,High,No,Yes,70,High,No
IES000246,2018-06-14,FY2018-19,Maharashtra,1,Handicrafts,97,Micro,Axis Bank,ECGC-backed Term Loan,216358,617165,10.7,Russia,High,No,No,50,Medium,No
IES000247,2020-07-27,FY2020-21,Karnataka,1,Leather & Footwear,41-64,Micro,Indian Bank,ECGC-backed Term Loan,452744,1482205,25.0,Singapore,Low,No,No,28,Low,No
IES000248,2023-02-23,FY2022-23,Andhra Pradesh,2,Marine Products,03,Micro,EXIM Bank of India,Post-Shipment Credit,593985,988560,21.8,USA,Low,No,Yes,35,Medium,Yes
IES000249,2024-02-23,FY2023-24,Chhattisgarh,3,Handicrafts,97,Micro,Bank of Baroda,ECGC-backed Term Loan,186303,579809,51.0,USA,Low,Yes,No,80,High,No
IES000250,2018-02-17,FY2017-18,Gujarat,1,Chemicals & Pharma,28-30,Micro,ICICI Bank,Packing Credit,1068861,2713878,22.3,USA,Low,No,Yes,20,Low,Yes
IES000251,2023-03-04,FY2022-23,Uttar Pradesh,2,Engineering Goods,84-85,Micro,SIDBI,Pre-Shipment Credit,2016520,4383540,27.6,Bangladesh,Medium,No,Yes,30,Medium,Yes
IES000252,2019-04-09,FY2019-20,Uttar Pradesh,2,Plastics & Rubber,39-40,Medium,Canara Bank,Pre-Shipment Credit,6510330,12516572,13.8,Sri Lanka,Medium,No,Yes,28,Low,Yes
IES000253,2023-08-08,FY2023-24,Madhya Pradesh,2,Gems & Jewellery,71,Medium,Bank of Baroda,Export Bill Discounting,6565729,27868484,23.1,Sri Lanka,Medium,No,No,20,Low,No
IES000254,2019-03-23,FY2018-19,Gujarat,1,Textiles & Apparel,50-63,Micro,Indian Bank,Pre-Shipment Credit,1015517,3292067,36.6,South Africa,Medium,No,Yes,48,Medium,Yes
IES000255,2016-02-21,FY2015-16,Maharashtra,1,Chemicals & Pharma,28-30,Small,SIDBI,ECGC-backed Term Loan,3185635,5594131,54.8,USA,Low,No,No,25,Low,No
IES000256,2016-12-27,FY2016-17,Jharkhand,3,Leather & Footwear,41-64,Small,Bank of India,Export Factoring,847264,2547371,34.8,UAE,Low,Yes,Yes,68,High,No
IES000257,2017-03-17,FY2016-17,Jharkhand,3,Handicrafts,97,Medium,State Bank of India,Post-Shipment Credit,1034631,2203471,49.9,Bangladesh,Medium,No,Yes,55,Medium,No
IES000258,2018-03-31,FY2017-18,Madhya Pradesh,2,Textiles & Apparel,50-63,Small,Axis Bank,Post-Shipment Credit,1945503,4115553,14.5,UAE,Low,No,Yes,13,Low,Yes
IES000259,2023-09-17,FY2023-24,Karnataka,1,Chemicals & Pharma,28-30,Micro,Bank of India,ECGC-backed Term Loan,2041462,6521498,8.3,Sri Lanka,Medium,No,No,20,Low,No
IES000260,2020-04-28,FY2020-21,Maharashtra,1,Leather & Footwear,41-64,Small,EXIM Bank of India,Export Factoring,734193,2809450,27.7,Vietnam,Low,No,Yes,23,Low,Yes
IES000261,2020-04-16,FY2020-21,Punjab,2,Marine Products,03,Medium,EXIM Bank of India,Export Factoring,482792,1304643,33.0,Singapore,Low,No,Yes,35,Medium,No
IES000262,2021-05-14,FY2021-22,Telangana,2,Gems & Jewellery,71,Micro,Bank of India,Pre-Shipment Credit,4333483,8518417,14.1,Sri Lanka,Medium,No,No,20,Low,No
IES000263,2017-10-17,FY2017-18,Tamil Nadu,1,Textiles & Apparel,50-63,Micro,Punjab National Bank,Packing Credit,599408,2057167,25.4,USA,Low,No,Yes,28,Low,Yes
IES000264,2017-11-07,FY2017-18,Karnataka,1,Handicrafts,97,Micro,Bank of Baroda,Pre-Shipment Credit,186800,294426,12.8,Singapore,Low,No,Yes,25,Low,Yes
IES000265,2020-10-15,FY2020-21,Maharashtra,1,Plastics & Rubber,39-40,Medium,Bank of Baroda,ECGC-backed Term Loan,3388220,5357751,16.1,UK,Low,No,No,28,Low,No
IES000266,2019-01-18,FY2018-19,Uttar Pradesh,2,Plastics & Rubber,39-40,Micro,Punjab National Bank,Export Bill Discounting,1345982,2952040,38.6,USA,Low,No,Yes,38,Medium,Yes
IES000267,2019-11-02,FY2019-20,Tamil Nadu,1,Textiles & Apparel,50-63,Small,Union Bank of India,ECGC-backed Term Loan,1647921,5698903,16.9,UK,Low,No,No,23,Low,No
IES000268,2018-11-21,FY2018-19,Maharashtra,1,Gems & Jewellery,71,Medium,SIDBI,Export Bill Discounting,19517325,35098477,17.2,USA,Low,No,No,20,Low,No
IES000269,2020-11-12,FY2020-21,Tamil Nadu,1,Electronic Components,85-90,Medium,EXIM Bank of India,Export Factoring,10857400,43328187,24.9,USA,Low,No,Yes,20,Low,Yes
IES000270,2021-09-11,FY2021-22,Tamil Nadu,1,Marine Products,03,Micro,Union Bank of India,Export Bill Discounting,398659,1397002,15.2,Others,Medium,No,Yes,45,Medium,Yes
IES000271,2017-01-14,FY2016-17,Gujarat,1,Handicrafts,97,Medium,ICICI Bank,Pre-Shipment Credit,1267131,1950121,9.3,USA,Low,No,Yes,25,Low,Yes
IES000272,2022-08-28,FY2022-23,Madhya Pradesh,2,Textiles & Apparel,50-63,Small,SIDBI,ECGC-backed Term Loan,1744392,3704493,6.3,Vietnam,Low,No,No,13,Low,No
IES000273,2018-08-08,FY2018-19,West Bengal,2,Plastics & Rubber,39-40,Medium,Bank of Baroda,Packing Credit,4253877,11758880,49.6,Sri Lanka,Medium,No,Yes,48,Medium,Yes
IES000274,2024-03-20,FY2023-24,Karnataka,1,Engineering Goods,84-85,Medium,EXIM Bank of India,ECGC-backed Term Loan,7036891,27812120,22.1,Sri Lanka,Medium,No,No,20,Low,No
IES000275,2016-05-26,FY2016-17,Telangana,2,Agriculture & Food Products,01-24,Small,Axis Bank,Pre-Shipment Credit,731498,2392645,18.4,USA,Low,No,Yes,30,Medium,No
IES000276,2020-11-07,FY2020-21,Maharashtra,1,Textiles & Apparel,50-63,Small,ICICI Bank,ECGC-backed Term Loan,813605,2743839,25.5,UAE,Low,No,No,23,Low,No
IES000277,2018-11-15,FY2018-19,Karnataka,1,Marine Products,03,Small,Axis Bank,ECGC-backed Term Loan,416197,991962,52.4,Sri Lanka,Medium,No,No,50,Medium,No
IES000278,2015-12-04,FY2015-16,Maharashtra,1,Plastics & Rubber,39-40,Medium,Bank of Baroda,Pre-Shipment Credit,5975586,22652355,12.0,Iran,High,No,Yes,43,Medium,Yes
IES000279,2020-11-20,FY2020-21,Telangana,2,Handicrafts,97,Micro,HDFC Bank,Pre-Shipment Credit,164321,687462,45.0,Singapore,Low,No,Yes,45,Medium,Yes
IES000280,2019-04-23,FY2019-20,Madhya Pradesh,2,Textiles & Apparel,50-63,Micro,EXIM Bank of India,ECGC-backed Term Loan,1456600,4042997,6.1,USA,Low,No,No,18,Low,No
IES000281,2018-12-21,FY2018-19,Gujarat,1,Chemicals & Pharma,28-30,Micro,SIDBI,Packing Credit,2241417,7621792,17.9,UK,Low,No,Yes,20,Low,Yes
IES000282,2021-10-20,FY2021-22,Maharashtra,1,Electronic Components,85-90,Micro,HDFC Bank,Export Factoring,1300360,2494179,46.7,Turkey,Medium,Yes,Yes,75,High,No
